Date,Rank,Title,Artist,Score,entertain
2021-07-29,96,EVEREST (with Sam Kim),AKMU (악뮤),1,와이지엔터테인먼트
2021-07-30,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-07-30,36,전쟁터 (with 이선희),AKMU (악뮤),7,와이지엔터테인먼트
2021-07-30,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-07-30,49,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),6,와이지엔터테인먼트
2021-07-30,71,BENCH (with Zion.T),AKMU (악뮤),3,와이지엔터테인먼트
2021-07-30,79,Stupid love song (with Crush),AKMU (악뮤),3,와이지엔터테인먼트
2021-07-30,95,맞짱 (with 잔나비 최정훈),AKMU (악뮤),1,와이지엔터테인먼트
2021-07-30,99,EVEREST (with Sam Kim),AKMU (악뮤),1,와이지엔터테인먼트
2021-07-31,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-07-31,38,전쟁터 (with 이선희),AKMU (악뮤),7,와이지엔터테인먼트
2021-07-31,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-07-31,53,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),5,와이지엔터테인먼트
2021-07-31,76,BENCH (with Zion.T),AKMU (악뮤),3,와이지엔터테인먼트
2021-07-31,82,Stupid love song (with Crush),AKMU (악뮤),2,와이지엔터테인먼트
2021-07-31,98,맞짱 (with 잔나비 최정훈),AKMU (악뮤),1,와이지엔터테인먼트
2021-07-31,100,EVEREST (with Sam Kim),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-01,3,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-01,33,전쟁터 (with 이선희),AKMU (악뮤),7,와이지엔터테인먼트
2021-08-01,47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-01,49,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),6,와이지엔터테인먼트
2021-08-01,67,BENCH (with Zion.T),AKMU (악뮤),4,와이지엔터테인먼트
2021-08-01,74,Stupid love song (with Crush),AKMU (악뮤),3,와이지엔터테인먼트
2021-08-01,93,맞짱 (with 잔나비 최정훈),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-01,98,EVEREST (with Sam Kim),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-02,3,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-02,35,전쟁터 (with 이선희),AKMU (악뮤),7,와이지엔터테인먼트
2021-08-02,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-02,54,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),5,와이지엔터테인먼트
2021-08-02,72,BENCH (with Zion.T),AKMU (악뮤),3,와이지엔터테인먼트
2021-08-02,77,Stupid love song (with Crush),AKMU (악뮤),3,와이지엔터테인먼트
2021-08-02,98,맞짱 (with 잔나비 최정훈),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-02,100,EVEREST (with Sam Kim),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-03,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-03,39,전쟁터 (with 이선희),AKMU (악뮤),7,와이지엔터테인먼트
2021-08-03,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-03,66,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),4,와이지엔터테인먼트
2021-08-03,82,BENCH (with Zion.T),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-03,85,Stupid love song (with Crush),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-04,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-04,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-08-04,50,전쟁터 (with 이선희),AKMU (악뮤),6,와이지엔터테인먼트
2021-08-04,71,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),3,와이지엔터테인먼트
2021-08-04,86,BENCH (with Zion.T),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-04,92,Stupid love song (with Crush),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-05,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-05,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-05,54,전쟁터 (with 이선희),AKMU (악뮤),5,와이지엔터테인먼트
2021-08-05,76,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),3,와이지엔터테인먼트
2021-08-05,92,BENCH (with Zion.T),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-05,97,Stupid love song (with Crush),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-06,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-06,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-06,61,전쟁터 (with 이선희),AKMU (악뮤),4,와이지엔터테인먼트
2021-08-06,85,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-06,100,BENCH (with Zion.T),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-07,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-07,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-07,67,전쟁터 (with 이선희),AKMU (악뮤),4,와이지엔터테인먼트
2021-08-07,89,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-07,99,BENCH (with Zion.T),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-08,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-08,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-08,63,전쟁터 (with 이선희),AKMU (악뮤),4,와이지엔터테인먼트
2021-08-08,85,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-09,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-09,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-09,65,전쟁터 (with 이선희),AKMU (악뮤),4,와이지엔터테인먼트
2021-08-09,87,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-10,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-10,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-10,74,전쟁터 (with 이선희),AKMU (악뮤),3,와이지엔터테인먼트
2021-08-10,91,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-11,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-11,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-11,79,전쟁터 (with 이선희),AKMU (악뮤),3,와이지엔터테인먼트
2021-08-11,94,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-12,3,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-12,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-12,83,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-12,96,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-13,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-13,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-13,86,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-13,99,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-14,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-14,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-14,86,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-15,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-15,47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-15,87,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-16,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-16,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-16,87,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-17,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-17,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-17,87,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-18,3,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-18,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-18,88,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-19,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-19,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-19,89,전쟁터 (with 이선희),AKMU (악뮤),2,와이지엔터테인먼트
2021-08-20,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-20,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-20,92,전쟁터 (with 이선희),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-21,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-21,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-21,95,전쟁터 (with 이선희),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-22,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-22,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-22,95,전쟁터 (with 이선희),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-23,3,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-23,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-23,98,전쟁터 (with 이선희),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-24,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-24,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-24,99,전쟁터 (with 이선희),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-25,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-25,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-25,99,전쟁터 (with 이선희),AKMU (악뮤),1,와이지엔터테인먼트
2021-08-26,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-26,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-27,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-27,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-28,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-28,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-29,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-29,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-30,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-30,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-08-31,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-08-31,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-01,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-01,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-02,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-02,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-03,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-03,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-04,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-04,47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-05,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-05,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-06,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-06,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-07,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-07,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-08,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-08,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-09,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-09,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-10,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-10,47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-11,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-11,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-12,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-12,47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-13,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-13,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-14,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-14,45,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-15,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-15,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-16,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-16,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-17,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-17,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-18,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-18,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-19,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-19,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-20,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-20,49,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-21,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-21,50,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-22,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-22,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-23,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-23,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-24,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-24,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-25,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-25,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-26,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-26,47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-27,8,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-27,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-09-28,8,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-28,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-09-29,8,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-29,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-09-30,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-09-30,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-01,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-01,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-02,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-02,46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-03,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-03,47,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-04,3,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-04,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-05,4,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-05,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-06,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-06,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-07,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-07,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-08,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-08,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-10-09,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-09,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-10,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-10,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-11,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-11,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-12,5,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-12,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-13,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-13,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-14,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-14,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-15,6,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-15,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-16,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-16,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-10-17,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-17,39,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-10-18,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-18,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-19,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-19,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-20,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-20,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-21,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-21,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-22,7,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-22,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-23,8,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-23,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-24,8,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-24,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-25,8,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-25,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-10-26,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-26,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-27,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-27,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-28,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-28,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-10-29,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-29,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-10-30,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-30,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-10-31,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-10-31,41,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),6,와이지엔터테인먼트
2021-11-01,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-11-01,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-11-02,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-11-02,39,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-11-03,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-11-03,39,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-11-04,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-11-04,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-11-05,9,낙하 (with 아이유),AKMU (악뮤),10,와이지엔터테인먼트
2021-11-05,37,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),7,와이지엔터테인먼트
2021-11-06,11,낙하 (with 아이유),AKMU (악뮤),9,와이지엔터테인먼트
