Date,Rank,Title,Artist,Score,entertain
2020-06-03,82,Louder than bombs,방탄소년단,2,하이브
2020-06-03,84,욱 (UGH!),방탄소년단,2,하이브
2020-06-03,93,Interlude : Shadow,방탄소년단,1,하이브
2020-06-03,97,Outro : Ego,방탄소년단,1,하이브
2020-06-03,99,Respect,방탄소년단,1,하이브
2020-06-04,19,ON,방탄소년단,9,하이브
2020-06-04,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-04,47,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-04,52,Black Swan,방탄소년단,5,하이브
2020-06-04,58,친구,방탄소년단,5,하이브
2020-06-04,67,Filter,방탄소년단,4,하이브
2020-06-04,70,Moon,방탄소년단,4,하이브
2020-06-04,71,봄날,방탄소년단,3,하이브
2020-06-04,72,시차,방탄소년단,3,하이브
2020-06-04,75,Inner Child,방탄소년단,3,하이브
2020-06-04,76,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-04,83,Louder than bombs,방탄소년단,2,하이브
2020-06-04,87,욱 (UGH!),방탄소년단,2,하이브
2020-06-04,93,Interlude : Shadow,방탄소년단,1,하이브
2020-06-04,98,Outro : Ego,방탄소년단,1,하이브
2020-06-05,21,ON,방탄소년단,8,하이브
2020-06-05,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-05,48,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-05,52,Black Swan,방탄소년단,5,하이브
2020-06-05,59,친구,방탄소년단,5,하이브
2020-06-05,68,Filter,방탄소년단,4,하이브
2020-06-05,70,봄날,방탄소년단,4,하이브
2020-06-05,71,Moon,방탄소년단,3,하이브
2020-06-05,73,시차,방탄소년단,3,하이브
2020-06-05,76,Inner Child,방탄소년단,3,하이브
2020-06-05,78,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-05,86,Louder than bombs,방탄소년단,2,하이브
2020-06-05,88,욱 (UGH!),방탄소년단,2,하이브
2020-06-05,97,Interlude : Shadow,방탄소년단,1,하이브
2020-06-05,99,Outro : Ego,방탄소년단,1,하이브
2020-06-06,22,ON,방탄소년단,8,하이브
2020-06-06,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-06,49,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-06,53,Black Swan,방탄소년단,5,하이브
2020-06-06,60,친구,방탄소년단,5,하이브
2020-06-06,69,Filter,방탄소년단,4,하이브
2020-06-06,72,Moon,방탄소년단,3,하이브
2020-06-06,74,봄날,방탄소년단,3,하이브
2020-06-06,77,시차,방탄소년단,3,하이브
2020-06-06,79,Inner Child,방탄소년단,3,하이브
2020-06-06,80,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-06,89,Louder than bombs,방탄소년단,2,하이브
2020-06-06,91,욱 (UGH!),방탄소년단,1,하이브
2020-06-06,98,Interlude : Shadow,방탄소년단,1,하이브
2020-06-07,19,ON,방탄소년단,9,하이브
2020-06-07,25,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-07,47,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-07,54,Black Swan,방탄소년단,5,하이브
2020-06-07,62,친구,방탄소년단,4,하이브
2020-06-07,70,Filter,방탄소년단,4,하이브
2020-06-07,74,Moon,방탄소년단,3,하이브
2020-06-07,76,봄날,방탄소년단,3,하이브
2020-06-07,77,시차,방탄소년단,3,하이브
2020-06-07,80,Inner Child,방탄소년단,3,하이브
2020-06-07,84,We are Bulletproof : the Eternal,방탄소년단,2,하이브
2020-06-07,90,Louder than bombs,방탄소년단,2,하이브
2020-06-07,95,욱 (UGH!),방탄소년단,1,하이브
2020-06-07,99,Interlude : Shadow,방탄소년단,1,하이브
2020-06-08,19,ON,방탄소년단,9,하이브
2020-06-08,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-08,48,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-08,54,Black Swan,방탄소년단,5,하이브
2020-06-08,60,친구,방탄소년단,5,하이브
2020-06-08,68,Filter,방탄소년단,4,하이브
2020-06-08,71,Moon,방탄소년단,3,하이브
2020-06-08,73,봄날,방탄소년단,3,하이브
2020-06-08,75,시차,방탄소년단,3,하이브
2020-06-08,78,Inner Child,방탄소년단,3,하이브
2020-06-08,81,We are Bulletproof : the Eternal,방탄소년단,2,하이브
2020-06-08,83,Louder than bombs,방탄소년단,2,하이브
2020-06-08,90,욱 (UGH!),방탄소년단,2,하이브
2020-06-08,96,Interlude : Shadow,방탄소년단,1,하이브
2020-06-08,98,Outro : Ego,방탄소년단,1,하이브
2020-06-09,21,ON,방탄소년단,8,하이브
2020-06-09,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-09,48,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-09,54,Black Swan,방탄소년단,5,하이브
2020-06-09,60,친구,방탄소년단,5,하이브
2020-06-09,69,Filter,방탄소년단,4,하이브
2020-06-09,72,Moon,방탄소년단,3,하이브
2020-06-09,73,봄날,방탄소년단,3,하이브
2020-06-09,75,시차,방탄소년단,3,하이브
2020-06-09,79,Inner Child,방탄소년단,3,하이브
2020-06-09,81,We are Bulletproof : the Eternal,방탄소년단,2,하이브
2020-06-09,85,Louder than bombs,방탄소년단,2,하이브
2020-06-09,88,욱 (UGH!),방탄소년단,2,하이브
2020-06-09,94,Interlude : Shadow,방탄소년단,1,하이브
2020-06-09,99,Outro : Ego,방탄소년단,1,하이브
2020-06-10,22,ON,방탄소년단,8,하이브
2020-06-10,27,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-10,50,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-10,57,Black Swan,방탄소년단,5,하이브
2020-06-10,63,친구,방탄소년단,4,하이브
2020-06-10,68,Filter,방탄소년단,4,하이브
2020-06-10,74,봄날,방탄소년단,3,하이브
2020-06-10,75,Moon,방탄소년단,3,하이브
2020-06-10,76,시차,방탄소년단,3,하이브
2020-06-10,81,Inner Child,방탄소년단,2,하이브
2020-06-10,82,We are Bulletproof : the Eternal,방탄소년단,2,하이브
2020-06-10,86,Louder than bombs,방탄소년단,2,하이브
2020-06-10,90,욱 (UGH!),방탄소년단,2,하이브
2020-06-10,94,Interlude : Shadow,방탄소년단,1,하이브
2020-06-10,99,Outro : Ego,방탄소년단,1,하이브
2020-06-11,20,ON,방탄소년단,9,하이브
2020-06-11,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-11,49,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-11,56,Black Swan,방탄소년단,5,하이브
2020-06-11,62,친구,방탄소년단,4,하이브
2020-06-11,67,Filter,방탄소년단,4,하이브
2020-06-11,70,봄날,방탄소년단,4,하이브
2020-06-11,71,Moon,방탄소년단,3,하이브
2020-06-11,77,시차,방탄소년단,3,하이브
2020-06-11,79,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-11,82,Inner Child,방탄소년단,2,하이브
2020-06-11,86,Louder than bombs,방탄소년단,2,하이브
2020-06-11,87,욱 (UGH!),방탄소년단,2,하이브
2020-06-11,94,Interlude : Shadow,방탄소년단,1,하이브
2020-06-11,96,Outro : Ego,방탄소년단,1,하이브
2020-06-12,17,ON,방탄소년단,9,하이브
2020-06-12,25,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-12,44,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-12,49,Black Swan,방탄소년단,6,하이브
2020-06-12,52,친구,방탄소년단,5,하이브
2020-06-12,62,Filter,방탄소년단,4,하이브
2020-06-12,66,Moon,방탄소년단,4,하이브
2020-06-12,67,시차,방탄소년단,4,하이브
2020-06-12,70,We are Bulletproof : the Eternal,방탄소년단,4,하이브
2020-06-12,71,봄날,방탄소년단,3,하이브
2020-06-12,74,Inner Child,방탄소년단,3,하이브
2020-06-12,79,Louder than bombs,방탄소년단,3,하이브
2020-06-12,80,욱 (UGH!),방탄소년단,3,하이브
2020-06-12,83,Interlude : Shadow,방탄소년단,2,하이브
2020-06-12,87,Outro : Ego,방탄소년단,2,하이브
2020-06-12,92,Respect,방탄소년단,1,하이브
2020-06-13,18,ON,방탄소년단,9,하이브
2020-06-13,23,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-13,44,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-13,49,Black Swan,방탄소년단,6,하이브
2020-06-13,52,친구,방탄소년단,5,하이브
2020-06-13,60,Filter,방탄소년단,5,하이브
2020-06-13,65,Moon,방탄소년단,4,하이브
2020-06-13,69,시차,방탄소년단,4,하이브
2020-06-13,72,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-13,73,봄날,방탄소년단,3,하이브
2020-06-13,74,Inner Child,방탄소년단,3,하이브
2020-06-13,78,Louder than bombs,방탄소년단,3,하이브
2020-06-13,80,욱 (UGH!),방탄소년단,3,하이브
2020-06-13,83,Interlude : Shadow,방탄소년단,2,하이브
2020-06-13,85,Outro : Ego,방탄소년단,2,하이브
2020-06-13,91,Respect,방탄소년단,1,하이브
2020-06-14,18,ON,방탄소년단,9,하이브
2020-06-14,24,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-14,45,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-14,53,Black Swan,방탄소년단,5,하이브
2020-06-14,54,친구,방탄소년단,5,하이브
2020-06-14,66,Filter,방탄소년단,4,하이브
2020-06-14,69,Moon,방탄소년단,4,하이브
2020-06-14,74,봄날,방탄소년단,3,하이브
2020-06-14,75,시차,방탄소년단,3,하이브
2020-06-14,76,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-14,80,Inner Child,방탄소년단,3,하이브
2020-06-14,86,Louder than bombs,방탄소년단,2,하이브
2020-06-14,87,욱 (UGH!),방탄소년단,2,하이브
2020-06-14,95,Interlude : Shadow,방탄소년단,1,하이브
2020-06-14,96,Outro : Ego,방탄소년단,1,하이브
2020-06-14,100,Respect,방탄소년단,1,하이브
2020-06-15,19,ON,방탄소년단,9,하이브
2020-06-15,25,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-15,49,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-15,54,Black Swan,방탄소년단,5,하이브
2020-06-15,56,친구,방탄소년단,5,하이브
2020-06-15,68,Filter,방탄소년단,4,하이브
2020-06-15,70,Moon,방탄소년단,4,하이브
2020-06-15,73,봄날,방탄소년단,3,하이브
2020-06-15,75,시차,방탄소년단,3,하이브
2020-06-15,76,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-15,79,Inner Child,방탄소년단,3,하이브
2020-06-15,84,욱 (UGH!),방탄소년단,2,하이브
2020-06-15,86,Louder than bombs,방탄소년단,2,하이브
2020-06-15,90,Interlude : Shadow,방탄소년단,2,하이브
2020-06-15,94,Outro : Ego,방탄소년단,1,하이브
2020-06-15,97,Respect,방탄소년단,1,하이브
2020-06-16,22,ON,방탄소년단,8,하이브
2020-06-16,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-16,49,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-16,54,Black Swan,방탄소년단,5,하이브
2020-06-16,57,친구,방탄소년단,5,하이브
2020-06-16,67,Filter,방탄소년단,4,하이브
2020-06-16,69,Moon,방탄소년단,4,하이브
2020-06-16,73,봄날,방탄소년단,3,하이브
2020-06-16,76,시차,방탄소년단,3,하이브
2020-06-16,78,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-16,82,Inner Child,방탄소년단,2,하이브
2020-06-16,86,욱 (UGH!),방탄소년단,2,하이브
2020-06-16,87,Louder than bombs,방탄소년단,2,하이브
2020-06-16,93,Interlude : Shadow,방탄소년단,1,하이브
2020-06-16,96,Outro : Ego,방탄소년단,1,하이브
2020-06-16,100,Respect,방탄소년단,1,하이브
2020-06-17,23,ON,방탄소년단,8,하이브
2020-06-17,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-17,51,00:00 (Zero O’Clock),방탄소년단,5,하이브
2020-06-17,55,Black Swan,방탄소년단,5,하이브
2020-06-17,58,친구,방탄소년단,5,하이브
2020-06-17,65,Filter,방탄소년단,4,하이브
2020-06-17,68,Moon,방탄소년단,4,하이브
2020-06-17,69,봄날,방탄소년단,4,하이브
2020-06-17,74,시차,방탄소년단,3,하이브
2020-06-17,75,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-17,79,Inner Child,방탄소년단,3,하이브
2020-06-17,85,욱 (UGH!),방탄소년단,2,하이브
2020-06-17,87,Louder than bombs,방탄소년단,2,하이브
2020-06-17,90,Interlude : Shadow,방탄소년단,2,하이브
2020-06-17,95,Outro : Ego,방탄소년단,1,하이브
2020-06-17,100,Respect,방탄소년단,1,하이브
2020-06-18,22,ON,방탄소년단,8,하이브
2020-06-18,25,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-18,49,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-18,55,Black Swan,방탄소년단,5,하이브
2020-06-18,59,친구,방탄소년단,5,하이브
2020-06-18,64,Filter,방탄소년단,4,하이브
2020-06-18,67,Moon,방탄소년단,4,하이브
2020-06-18,69,봄날,방탄소년단,4,하이브
2020-06-18,74,시차,방탄소년단,3,하이브
2020-06-18,75,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-18,79,Inner Child,방탄소년단,3,하이브
2020-06-18,84,욱 (UGH!),방탄소년단,2,하이브
2020-06-18,85,Louder than bombs,방탄소년단,2,하이브
2020-06-18,91,Interlude : Shadow,방탄소년단,1,하이브
2020-06-18,96,Outro : Ego,방탄소년단,1,하이브
2020-06-18,100,Respect,방탄소년단,1,하이브
2020-06-19,23,ON,방탄소년단,8,하이브
2020-06-19,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-19,49,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-19,53,Black Swan,방탄소년단,5,하이브
2020-06-19,59,친구,방탄소년단,5,하이브
2020-06-19,64,Filter,방탄소년단,4,하이브
2020-06-19,69,Moon,방탄소년단,4,하이브
2020-06-19,71,봄날,방탄소년단,3,하이브
2020-06-19,73,시차,방탄소년단,3,하이브
2020-06-19,74,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-19,77,Inner Child,방탄소년단,3,하이브
2020-06-19,83,욱 (UGH!),방탄소년단,2,하이브
2020-06-19,84,Louder than bombs,방탄소년단,2,하이브
2020-06-19,88,Interlude : Shadow,방탄소년단,2,하이브
2020-06-19,89,Outro : Ego,방탄소년단,2,하이브
2020-06-19,99,Respect,방탄소년단,1,하이브
2020-06-20,23,ON,방탄소년단,8,하이브
2020-06-20,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-20,51,00:00 (Zero O’Clock),방탄소년단,5,하이브
2020-06-20,55,Black Swan,방탄소년단,5,하이브
2020-06-20,59,친구,방탄소년단,5,하이브
2020-06-20,67,Filter,방탄소년단,4,하이브
2020-06-20,68,Moon,방탄소년단,4,하이브
2020-06-20,70,봄날,방탄소년단,4,하이브
2020-06-20,72,시차,방탄소년단,3,하이브
2020-06-20,73,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-20,81,Inner Child,방탄소년단,2,하이브
2020-06-20,84,Louder than bombs,방탄소년단,2,하이브
2020-06-20,85,욱 (UGH!),방탄소년단,2,하이브
2020-06-20,89,Interlude : Shadow,방탄소년단,2,하이브
2020-06-20,93,Outro : Ego,방탄소년단,1,하이브
2020-06-20,99,Respect,방탄소년단,1,하이브
2020-06-21,22,ON,방탄소년단,8,하이브
2020-06-21,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-21,50,00:00 (Zero O’Clock),방탄소년단,6,하이브
2020-06-21,57,Black Swan,방탄소년단,5,하이브
2020-06-21,60,친구,방탄소년단,5,하이브
2020-06-21,69,Filter,방탄소년단,4,하이브
2020-06-21,70,Moon,방탄소년단,4,하이브
2020-06-21,73,봄날,방탄소년단,3,하이브
2020-06-21,75,시차,방탄소년단,3,하이브
2020-06-21,77,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-21,83,Inner Child,방탄소년단,2,하이브
2020-06-21,88,Louder than bombs,방탄소년단,2,하이브
2020-06-21,90,욱 (UGH!),방탄소년단,2,하이브
2020-06-21,97,Interlude : Shadow,방탄소년단,1,하이브
2020-06-22,23,ON,방탄소년단,8,하이브
2020-06-22,27,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-22,51,00:00 (Zero O’Clock),방탄소년단,5,하이브
2020-06-22,56,Black Swan,방탄소년단,5,하이브
2020-06-22,59,친구,방탄소년단,5,하이브
2020-06-22,66,Filter,방탄소년단,4,하이브
2020-06-22,67,봄날,방탄소년단,4,하이브
2020-06-22,71,Moon,방탄소년단,3,하이브
2020-06-22,73,시차,방탄소년단,3,하이브
2020-06-22,74,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-22,79,Inner Child,방탄소년단,3,하이브
2020-06-22,84,욱 (UGH!),방탄소년단,2,하이브
2020-06-22,85,Louder than bombs,방탄소년단,2,하이브
2020-06-22,91,Interlude : Shadow,방탄소년단,1,하이브
2020-06-22,94,Outro : Ego,방탄소년단,1,하이브
2020-06-22,98,Respect,방탄소년단,1,하이브
2020-06-23,23,ON,방탄소년단,8,하이브
2020-06-23,26,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,8,하이브
2020-06-23,53,00:00 (Zero O’Clock),방탄소년단,5,하이브
2020-06-23,56,Black Swan,방탄소년단,5,하이브
2020-06-23,60,친구,방탄소년단,5,하이브
2020-06-23,63,봄날,방탄소년단,4,하이브
2020-06-23,67,Filter,방탄소년단,4,하이브
2020-06-23,69,Moon,방탄소년단,4,하이브
2020-06-23,73,시차,방탄소년단,3,하이브
2020-06-23,74,We are Bulletproof : the Eternal,방탄소년단,3,하이브
2020-06-23,77,Inner Child,방탄소년단,3,하이브
2020-06-23,84,Louder than bombs,방탄소년단,2,하이브
2020-06-23,85,욱 (UGH!),방탄소년단,2,하이브
2020-06-23,90,Interlude : Shadow,방탄소년단,2,하이브
2020-06-23,94,Outro : Ego,방탄소년단,1,하이브
